filename,head_top,r_ankle,r_knee,r_hip,l_hip,l_knee,l_ankle,r_wrist,r_elbow,r_shoulder,l_shoulder,l_elbow,l_wrist,head_rect_x1,head_rect_y1,head_rect_x2,head_rect_y2,joint_pos_head_top_x,joint_pos_head_top_y,joint_pos_r_ankle_x,joint_pos_r_ankle_y,joint_pos_r_knee_x,joint_pos_r_knee_y,joint_pos_r_hip_x,joint_pos_r_hip_y,joint_pos_l_hip_x,joint_pos_l_hip_y,joint_pos_l_knee_x,joint_pos_l_knee_y,joint_pos_l_ankle_x,joint_pos_l_ankle_y,joint_pos_r_wrist_x,joint_pos_r_wrist_y,joint_pos_r_elbow_x,joint_pos_r_elbow_y,joint_pos_r_shoulder_x,joint_pos_r_shoulder_y,joint_pos_l_shoulder_x,joint_pos_l_shoulder_y,joint_pos_l_elbow_x,joint_pos_l_elbow_y,joint_pos_l_wrist_x,joint_pos_l_wrist_y
004025800.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,439.0,109.0,498.0,198.0,486.3323,114.6885,362.0,650.0,415.0,495.0,436.0,370.0,478.0,378.0,518.0,501.0,510.0,626.0,513.0,378.0,482.0,315.0,468.0,211.0,417.0,206.0,378.0,288.0,351.0,355.0
058835222.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,997.0,200.0,1045.0,268.0,1023.6033,200.8081,939.0,622.0,968.0,525.0,1000.0,428.0,1042.0,426.0,1092.0,532.0,1119.0,655.0,862.0,195.0,896.0,269.0,972.0,277.0,1061.0,293.0,1090.0,373.0,1130.0,444.0
042612124.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,598.0,268.0,680.0,379.0,645.8854,268.7297,541.0,920.0,599.0,800.0,642.0,634.0,688.0,619.0,695.0,773.0,659.0,941.0,727.0,400.0,676.0,492.0,580.0,427.0,676.0,395.0,710.0,501.0,731.0,569.0
042612124.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1169.0,242.0,1249.0,356.0,1219.1438,244.2235,1186.0,929.0,1170.0,756.0,1172.0,588.0,1239.0,588.0,1256.0,763.0,1273.0,946.0,1102.0,612.0,1110.0,511.0,1124.0,386.0,1263.0,374.0,1297.0,506.0,1321.0,590.0
083236354.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,608.0,329.0,690.0,439.0,662.3104,330.7584,501.0,966.0,575.0,852.0,614.0,691.0,698.0,674.0,739.0,831.0,703.0,994.0,426.0,670.0,496.0,571.0,566.0,472.0,693.0,448.0,773.0,456.0,823.0,484.0
083236354.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1101.0,277.0,1175.0,393.0,1134.5669,280.0697,1132.0,927.0,1108.0,778.0,1100.0,646.0,1199.0,636.0,1218.0,790.0,1235.0,939.0,1043.0,650.0,1050.0,537.0,1067.0,427.0,1218.0,403.0,1247.0,513.0,1230.0,626.0
022607907.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,541.0,215.0,620.0,322.0,562.2209,218.5373,565.0,808.0,604.0,724.0,611.0,541.0,728.0,527.0,702.0,704.0,678.0,846.0,671.0,424.0,613.0,424.0,551.0,356.0,654.0,304.0,748.0,414.0,805.0,472.0
093039842.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,658.0,274.0,729.0,371.0,687.8238,274.753,594.0,808.0,662.0,750.0,710.0,597.0,750.0,599.0,761.0,731.0,721.0,863.0,825.0,352.0,733.0,354.0,660.0,392.0,743.0,396.0,794.0,472.0,841.0,422.0
039457232.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,201.0,134.0,224.0,170.0,210.2203,135.0647,174.0,342.0,175.0,287.0,207.0,246.0,226.0,245.0,252.0,297.0,253.0,333.0,157.0,156.0,161.0,187.0,191.0,178.0,240.0,177.0,256.0,205.0,268.0,231.0
057199588.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,455.0,159.0,490.0,206.0,485.696,163.1272,450.0,414.0,444.0,335.0,408.0,280.0,406.0,282.0,411.0,350.0,347.0,382.0,417.0,280.0,425.0,249.0,427.0,218.0,470.0,215.0,479.0,252.0,510.0,276.0
076016093.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,327.0,96.0,359.0,136.0,345.0388,95.6117,340.0,335.0,326.0,283.0,325.0,228.0,356.0,224.0,363.0,279.0,372.0,340.0,307.0,212.0,310.0,182.0,316.0,144.0,364.0,147.0,350.0,172.0,337.0,145.0
015389990.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,418.0,121.0,484.0,218.0,456.7039,122.9182,399.0,657.0,397.0,565.0,428.0,447.0,484.0,444.0,482.0,567.0,469.0,674.0,391.0,394.0,370.0,323.0,376.0,248.0,508.0,237.0,527.0,325.0,540.0,400.0
026817437.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,394.0,20.0,470.0,120.0,428.483,19.8822,230.0,360.0,333.0,279.0,447.0,263.0,519.0,285.0,358.0,306.0,237.0,391.0,265.0,190.0,338.0,161.0,407.0,125.0,465.0,128.0,366.0,187.0,292.0,215.0
005668043.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,404.0,0.0,480.0,94.0,439.6631,-1.2955,209.0,345.0,296.0,237.0,390.0,240.0,469.0,298.0,312.0,263.0,216.0,375.0,280.0,171.0,346.0,152.0,413.0,104.0,477.0,114.0,388.0,173.0,301.0,201.0
036047451.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,420.0,52.0,526.0,191.0,473.6054,51.5804,572.0,712.0,504.0,586.0,421.0,475.0,572.0,460.0,640.0,576.0,718.0,710.0,355.0,347.0,269.0,382.0,370.0,232.0,574.0,242.0,677.0,368.0,633.0,343.0
008122963.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,383.0,114.0,476.0,242.0,428.4683,114.7211,503.0,686.0,444.0,551.0,375.0,485.0,508.0,485.0,567.0,562.0,617.0,679.0,395.0,371.0,355.0,347.0,364.0,270.0,497.0,270.0,554.0,336.0,600.0,367.0
099258180.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,428.0,99.0,518.0,219.0,477.5521,99.1729,509.0,607.0,458.0,436.0,387.0,453.0,512.0,451.0,579.0,439.0,604.0,609.0,436.0,344.0,404.0,329.0,393.0,251.0,538.0,251.0,585.0,318.0,628.0,350.0
021031856.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,173.0,136.0,216.0,203.0,197.8817,137.8354,249.0,468.0,214.0,395.0,170.0,336.0,227.0,327.0,271.0,387.0,323.0,455.0,140.0,281.0,106.0,288.0,144.0,227.0,233.0,215.0,276.0,250.0,276.0,259.0
067383890.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,539.0,0.0,594.0,68.0,556.2979,0.53722,552.0,440.0,519.0,353.0,535.0,238.0,607.0,248.0,592.0,372.0,597.0,478.0,502.0,209.0,503.0,153.0,529.0,70.0,629.0,79.0,665.0,179.0,591.0,194.0
059424183.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,249.0,46.0,345.0,179.0,298.8346,46.9147,520.0,653.0,391.0,520.0,276.0,396.0,395.0,375.0,491.0,492.0,620.0,618.0,355.0,282.0,284.0,266.0,219.0,183.0,370.0,185.0,461.0,254.0,539.0,271.0
060315012.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,278.0,33.0,371.0,181.0,347.6673,41.0322,520.0,663.0,393.0,523.0,262.0,417.0,380.0,387.0,493.0,510.0,628.0,628.0,247.0,345.0,146.0,309.0,207.0,192.0,382.0,189.0,395.0,285.0,423.0,319.0
076858133.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,2.0,124.0,110.0,267.0,51.843,123.9402,686.0,716.0,461.0,638.0,217.0,570.0,272.0,501.0,498.0,575.0,734.0,699.0,181.0,458.0,39.0,498.0,6.0,333.0,120.0,299.0,221.0,399.0,291.0,379.0
002785224.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,961.0,102.0,1039.0,212.0,995.9784,103.2109,983.0,867.0,983.0,693.0,981.0,499.0,1049.0,492.0,1047.0,693.0,1045.0,864.0,824.0,411.0,921.0,389.0,930.0,268.0,1086.0,259.0,1084.0,378.0,1168.0,411.0
063137533.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,911.0,190.0,987.0,290.0,949.9754,189.7684,912.0,865.0,916.0,725.0,909.0,556.0,987.0,558.0,985.0,729.0,965.0,865.0,776.0,445.0,858.0,456.0,878.0,347.0,1016.0,339.0,1027.0,445.0,1098.0,441.0
042639836.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,917.0,175.0,994.0,279.0,952.1965,175.3445,981.0,843.0,967.0,692.0,958.0,520.0,1015.0,511.0,1019.0,674.0,1026.0,841.0,816.0,412.0,866.0,432.0,893.0,319.0,1028.0,306.0,1091.0,398.0,1150.0,401.0
054814520.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,829.0,118.0,910.0,225.0,869.7544,117.8201,880.0,823.0,871.0,683.0,836.0,499.0,926.0,490.0,917.0,672.0,921.0,737.0,670.0,427.0,762.0,396.0,799.0,281.0,939.0,272.0,978.0,386.0,1059.0,416.0
017464719.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,923.0,151.0,1005.0,258.0,957.9547,150.917,936.0,697.0,936.0,613.0,893.0,493.0,1026.0,496.0,986.0,715.0,997.0,877.0,753.0,478.0,846.0,435.0,907.0,306.0,1042.0,297.0,1092.0,414.0,1193.0,468.0
029593203.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,854.0,169.0,932.0,275.0,890.2619,169.4291,860.0,660.0,887.0,596.0,839.0,514.0,928.0,519.0,919.0,703.0,928.0,861.0,680.0,478.0,778.0,434.0,830.0,323.0,965.0,313.0,1006.0,421.0,1095.0,441.0
066382447.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,769.0,277.0,846.0,379.0,809.7981,276.9314,820.0,946.0,815.0,807.0,800.0,648.0,858.0,643.0,865.0,802.0,863.0,852.0,654.0,542.0,706.0,547.0,735.0,436.0,870.0,420.0,916.0,528.0,1002.0,506.0
005041677.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,792.0,283.0,856.0,367.0,822.9573,282.7717,748.0,815.0,783.0,717.0,781.0,543.0,866.0,549.0,870.0,708.0,903.0,813.0,665.0,466.0,731.0,483.0,776.0,404.0,875.0,408.0,915.0,489.0,984.0,460.0
060091201.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,574.0,3.0,644.0,89.0,566.9212,60.0263,609.0,512.0,603.0,373.0,586.0,240.0,660.0,233.0,659.0,373.0,679.0,510.0,442.0,156.0,519.0,123.0,545.0,46.0,690.0,39.0,722.0,108.0,798.0,135.0
034095857.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,644.0,12.0,712.0,106.0,712.209,27.6417,654.0,476.0,638.0,355.0,633.0,245.0,696.0,243.0,688.0,355.0,691.0,483.0,522.0,227.0,571.0,160.0,594.0,71.0,738.0,68.0,766.0,148.0,800.0,183.0
090026411.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,213.0,3.0,267.0,65.0,228.4524,3.2063,250.0,379.0,233.0,286.0,229.0,168.0,278.0,167.0,283.0,277.0,284.0,373.0,109.0,144.0,177.0,108.0,199.0,44.0,286.0,39.0,319.0,112.0,363.0,149.0
079219119.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,228.0,2.0,282.0,69.0,251.6577,1.2417,246.0,313.0,222.0,266.0,239.0,178.0,282.0,177.0,286.0,296.0,282.0,399.0,134.0,184.0,187.0,131.0,214.0,58.0,300.0,54.0,340.0,127.0,379.0,162.0
067636107.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,177.0,4.0,216.0,67.0,193.1452,6.0527,193.0,378.0,182.0,288.0,181.0,198.0,229.0,196.0,242.0,284.0,250.0,388.0,152.0,124.0,139.0,146.0,160.0,81.0,242.0,69.0,269.0,138.0,222.0,153.0
067963318.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,221.0,0.0,270.0,62.0,249.2367,-0.38848,231.0,312.0,208.0,266.0,214.0,188.0,278.0,189.0,274.0,274.0,269.0,362.0,127.0,163.0,171.0,120.0,192.0,56.0,293.0,48.0,330.0,125.0,370.0,173.0
094592464.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,236.0,2.0,273.0,66.0,254.148,4.4318,204.0,382.0,212.0,297.0,235.0,214.0,305.0,215.0,329.0,294.0,356.0,384.0,129.0,139.0,186.0,140.0,215.0,82.0,294.0,70.0,346.0,124.0,389.0,142.0
029582410.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,235.0,2.0,273.0,67.0,249.546,4.7141,267.0,368.0,252.0,299.0,250.0,214.0,298.0,207.0,320.0,274.0,336.0,353.0,150.0,183.0,204.0,138.0,218.0,87.0,306.0,89.0,331.0,126.0,377.0,169.0
027195456.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,546.0,25.0,617.0,135.0,577.3617,27.7943,562.0,669.0,557.0,516.0,548.0,329.0,625.0,327.0,621.0,523.0,618.0,674.0,440.0,376.0,489.0,278.0,513.0,168.0,663.0,155.0,707.0,250.0,757.0,350.0
021789138.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,649.0,133.0,718.0,226.0,671.8753,134.6618,666.0,681.0,653.0,520.0,653.0,388.0,739.0,401.0,707.0,576.0,724.0,678.0,529.0,425.0,603.0,339.0,620.0,249.0,782.0,244.0,844.0,339.0,863.0,388.0
066183459.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,581.0,143.0,645.0,239.0,626.0767,146.7403,556.0,601.0,591.0,509.0,559.0,359.0,636.0,365.0,646.0,506.0,604.0,591.0,665.0,343.0,586.0,320.0,554.0,235.0,646.0,235.0,679.0,306.0,751.0,320.0
072877805.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,673.0,75.0,740.0,166.0,696.1992,76.4876,736.0,627.0,686.0,540.0,696.0,354.0,754.0,347.0,724.0,522.0,765.0,657.0,594.0,312.0,655.0,286.0,660.0,199.0,785.0,182.0,822.0,260.0,845.0,312.0
072893920.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,280.0,89.0,308.0,130.0,292.496,89.6975,279.0,364.0,277.0,298.0,282.0,240.0,306.0,241.0,311.0,303.0,303.0,362.0,243.0,212.0,259.0,190.0,266.0,149.0,327.0,148.0,337.0,193.0,354.0,214.0
077982088.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,754.0,28.0,826.0,136.0,797.0465,30.5605,773.0,683.0,778.0,523.0,768.0,338.0,825.0,336.0,832.0,524.0,823.0,680.0,666.0,330.0,709.0,263.0,713.0,160.0,847.0,150.0,860.0,259.0,927.0,305.0
000003072.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,722.0,130.0,763.0,200.0,745.9793,132.7377,738.0,538.0,734.0,440.0,717.0,355.0,770.0,355.0,766.0,443.0,768.0,523.0,639.0,302.0,684.0,276.0,692.0,217.0,782.0,215.0,805.0,280.0,850.0,308.0
000003072.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,429.0,79.0,491.0,165.0,475.5434,82.5437,410.0,565.0,418.0,424.0,420.0,293.0,456.0,296.0,460.0,423.0,442.0,538.0,437.0,261.0,367.0,261.0,389.0,184.0,479.0,192.0,474.0,250.0,487.0,277.0
035659618.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,472.0,56.0,535.0,151.0,513.5008,59.0138,507.0,529.0,521.0,426.0,491.0,302.0,539.0,290.0,593.0,383.0,564.0,469.0,407.0,304.0,422.0,258.0,447.0,173.0,531.0,163.0,561.0,237.0,625.0,270.0
001289747.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,673.0,145.0,719.0,212.0,697.9278,146.0488,600.0,508.0,646.0,447.0,678.0,350.0,715.0,349.0,753.0,441.0,787.0,505.0,592.0,294.0,634.0,288.0,650.0,229.0,736.0,228.0,753.0,288.0,802.0,286.0
054029941.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,731.0,112.0,776.0,187.0,758.2433,114.8373,726.0,539.0,729.0,438.0,724.0,329.0,766.0,331.0,763.0,429.0,752.0,483.0,652.0,304.0,683.0,257.0,700.0,198.0,793.0,195.0,805.0,256.0,845.0,291.0
085115074.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,731.0,91.0,780.0,166.0,748.008,93.4567,731.0,553.0,739.0,441.0,743.0,355.0,788.0,357.0,809.0,456.0,829.0,573.0,718.0,310.0,726.0,273.0,726.0,203.0,815.0,198.0,844.0,281.0,798.0,326.0
095763165.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,759.0,131.0,801.0,199.0,782.1747,133.1041,757.0,516.0,756.0,428.0,750.0,331.0,791.0,331.0,786.0,428.0,785.0,516.0,660.0,200.0,677.0,239.0,730.0,206.0,824.0,211.0,873.0,236.0,915.0,205.0
051446133.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,675.0,92.0,719.0,162.0,697.0,93.928,689.0,457.0,690.0,399.0,673.0,300.0,721.0,297.0,717.0,397.0,717.0,463.0,620.0,283.0,651.0,248.0,652.0,183.0,742.0,182.0,752.0,245.0,783.0,280.0
008505639.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,435.0,121.0,479.0,171.0,457.0,119.3587,433.0,476.0,432.0,408.0,438.0,334.0,473.0,331.0,476.0,422.0,470.0,467.0,347.0,243.0,387.0,242.0,412.0,197.0,502.0,200.0,527.0,244.0,579.0,261.0
037997908.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,451.0,91.0,496.0,141.0,475.1784,89.1452,452.0,454.0,444.0,383.0,444.0,293.0,494.0,299.0,481.0,391.0,477.0,469.0,368.0,265.0,401.0,227.0,424.0,168.0,516.0,176.0,545.0,237.0,592.0,289.0
012832586.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,631.0,211.0,655.0,240.0,646.1821,210.7829,654.0,334.0,655.0,305.0,650.0,282.0,631.0,283.0,625.0,327.0,627.0,368.0,665.0,279.0,663.0,263.0,657.0,243.0,621.0,245.0,609.0,269.0,608.0,283.0
018663994.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,883.0,290.0,913.0,335.0,899.9154,290.9517,862.0,478.0,865.0,437.0,875.0,376.0,913.0,377.0,905.0,414.0,910.0,474.0,836.0,411.0,849.0,386.0,866.0,329.0,926.0,340.0,928.0,392.0,931.0,425.0
002568964.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,698.0,282.0,717.0,313.0,707.0846,282.9622,692.0,419.0,694.0,380.0,697.0,354.0,717.0,350.0,718.0,378.0,718.0,411.0,684.0,363.0,683.0,340.0,692.0,310.0,724.0,320.0,733.0,339.0,731.0,363.0
028454139.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,691.0,136.0,730.0,190.0,715.1545,136.7654,666.0,334.0,672.0,294.0,676.0,251.0,712.0,247.0,706.0,317.0,702.0,392.0,650.0,289.0,656.0,247.0,672.0,194.0,738.0,193.0,741.0,256.0,752.0,294.0
044303371.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,776.0,329.0,803.0,371.0,788.5347,330.0514,767.0,542.0,772.0,492.0,778.0,437.0,798.0,437.0,827.0,485.0,830.0,522.0,771.0,453.0,764.0,416.0,768.0,381.0,813.0,381.0,818.0,413.0,821.0,442.0
044303371.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,891.0,305.0,927.0,352.0,900.473,306.4072,892.0,516.0,903.0,455.0,900.0,413.0,935.0,415.0,952.0,497.0,945.0,557.0,871.0,413.0,866.0,378.0,891.0,355.0,949.0,358.0,949.0,401.0,915.0,419.0
061710594.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,561.0,231.0,585.0,269.0,575.2299,232.1611,548.0,375.0,559.0,341.0,551.0,314.0,573.0,315.0,579.0,350.0,580.0,402.0,543.0,327.0,537.0,309.0,548.0,273.0,591.0,275.0,598.0,300.0,603.0,317.0
061710594.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,936.0,101.0,997.0,186.0,985.3634,106.1432,863.0,503.0,888.0,403.0,855.0,298.0,908.0,294.0,965.0,354.0,929.0,416.0,973.0,322.0,932.0,264.0,901.0,192.0,980.0,195.0,1017.0,259.0,1076.0,315.0
084995933.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,387.0,136.0,432.0,198.0,408.8617,136.3629,417.0,402.0,407.0,328.0,398.0,266.0,441.0,247.0,449.0,293.0,455.0,340.0,358.0,314.0,360.0,260.0,368.0,192.0,452.0,190.0,478.0,257.0,488.0,303.0
019624572.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,352.0,231.0,385.0,283.0,366.8968,232.4173,346.0,429.0,350.0,381.0,350.0,349.0,382.0,348.0,391.0,404.0,394.0,463.0,319.0,365.0,316.0,324.0,338.0,281.0,402.0,278.0,418.0,324.0,424.0,353.0
019624572.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,524.0,252.0,553.0,298.0,544.9315,254.2213,505.0,448.0,511.0,395.0,504.0,342.0,542.0,338.0,553.0,361.0,543.0,406.0,521.0,361.0,512.0,331.0,505.0,291.0,558.0,301.0,571.0,333.0,586.0,361.0
058313022.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1201.0,312.0,1233.0,351.0,1211.2393,312.1605,1311.0,508.0,1277.0,464.0,1236.0,433.0,1207.0,433.0,1166.0,466.0,1134.0,517.0,1264.0,337.0,1271.0,347.0,1247.0,353.0,1201.0,357.0,1181.0,323.0,1176.0,289.0
018993614.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,980.0,156.0,1062.0,237.0,1014.1188,150.9122,1242.0,757.0,1159.0,598.0,1077.0,474.0,930.0,405.0,841.0,333.0,769.0,482.0,1189.0,266.0,1169.0,301.0,1099.0,254.0,950.0,192.0,868.0,128.0,787.0,59.0
002093412.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,838.0,349.0,908.0,439.0,859.2663,350.5099,842.0,799.0,871.0,703.0,928.0,576.0,863.0,571.0,835.0,665.0,825.0,787.0,966.0,262.0,943.0,353.0,928.0,428.0,842.0,435.0,777.0,396.0,739.0,341.0
070210745.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,634.0,45.0,723.0,143.0,664.4882,42.9347,734.0,554.0,722.0,430.0,726.0,325.0,670.0,331.0,672.0,475.0,705.0,603.0,774.0,339.0,776.0,249.0,751.0,168.0,650.0,183.0,635.0,288.0,596.0,383.0
025087910.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,293.0,200.0,353.0,292.0,316.6078,202.533,278.0,540.0,262.0,477.0,283.0,395.0,370.0,403.0,357.0,469.0,354.0,602.0,251.0,412.0,258.0,351.0,274.0,282.0,381.0,277.0,389.0,359.0,395.0,428.0
025087910.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,478.0,210.0,526.0,283.0,495.8389,212.1006,481.0,500.0,483.0,392.0,475.0,349.0,542.0,371.0,536.0,455.0,537.0,569.0,444.0,375.0,451.0,325.0,459.0,277.0,557.0,282.0,570.0,343.0,578.0,379.0
037783921.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,661.0,180.0,729.0,260.0,696.3992,178.0252,755.0,581.0,752.0,478.0,746.0,392.0,661.0,402.0,680.0,518.0,681.0,645.0,765.0,436.0,772.0,374.0,755.0,280.0,631.0,279.0,618.0,376.0,631.0,447.0
088327360.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,252.0,6.0,316.0,74.0,280.6928,2.7943,346.0,405.0,335.0,290.0,330.0,182.0,265.0,187.0,270.0,297.0,278.0,397.0,366.0,220.0,361.0,157.0,341.0,77.0,235.0,92.0,214.0,172.0,224.0,223.0
038727441.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,358.0,122.0,391.0,173.0,374.0738,123.2056,361.0,321.0,363.0,268.0,373.0,223.0,389.0,224.0,402.0,242.0,395.0,290.0,346.0,233.0,336.0,201.0,346.0,177.0,404.0,175.0,410.0,201.0,399.0,218.0
044203342.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,541.0,33.0,588.0,98.0,571.8803,34.2755,485.0,276.0,500.0,218.0,508.0,165.0,547.0,163.0,553.0,237.0,545.0,328.0,502.0,178.0,490.0,153.0,524.0,85.0,592.0,101.0,588.0,170.0,598.0,187.0
081372334.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,498.0,152.0,530.0,196.0,514.0,152.2376,497.0,319.0,500.0,269.0,492.0,225.0,528.0,224.0,532.0,287.0,542.0,360.0,469.0,266.0,473.0,232.0,488.0,192.0,539.0,192.0,551.0,228.0,553.0,256.0
064876539.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,389.0,143.0,421.0,189.0,407.2303,143.697,384.0,309.0,384.0,270.0,391.0,231.0,410.0,233.0,408.0,264.0,410.0,297.0,354.0,228.0,364.0,204.0,378.0,183.0,427.0,189.0,429.0,218.0,420.0,235.0
015143231.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,473.0,110.0,512.0,176.0,504.0415,114.5902,427.0,369.0,441.0,300.0,444.0,228.0,494.0,235.0,492.0,296.0,492.0,368.0,415.0,245.0,430.0,201.0,452.0,156.0,519.0,161.0,533.0,207.0,530.0,250.0
047741619.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,393.0,158.0,424.0,205.0,407.7739,158.9906,389.0,352.0,392.0,298.0,389.0,249.0,431.0,237.0,432.0,268.0,430.0,312.0,373.0,245.0,374.0,226.0,388.0,199.0,429.0,195.0,446.0,222.0,460.0,246.0
040146178.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,601.0,410.0,677.0,515.0,620.6949,413.9914,661.0,747.0,661.0,634.0,654.0,569.0,714.0,564.0,752.0,626.0,738.0,730.0,615.0,617.0,598.0,564.0,601.0,497.0,697.0,480.0,738.0,535.0,764.0,598.0
056585056.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1271.0,101.0,1346.0,215.0,1289.1325,106.9681,1316.0,826.0,1289.0,660.0,1291.0,462.0,1348.0,467.0,1330.0,653.0,1339.0,853.0,1248.0,439.0,1250.0,371.0,1264.0,258.0,1416.0,224.0,1461.0,351.0,1448.0,458.0
090801855.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,582.0,269.0,651.0,366.0,625.6119,270.7649,582.0,791.0,565.0,680.0,565.0,552.0,633.0,545.0,629.0,683.0,617.0,819.0,495.0,533.0,507.0,484.0,540.0,390.0,661.0,404.0,696.0,514.0,699.0,584.0
090801855.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,946.0,259.0,1005.0,347.0,977.4243,260.6645,939.0,833.0,939.0,718.0,911.0,556.0,1019.0,565.0,1010.0,718.0,1021.0,792.0,874.0,573.0,889.0,485.0,904.0,390.0,1040.0,370.0,1073.0,459.0,1062.0,511.0
029632580.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,738.0,288.0,806.0,389.0,757.5206,291.9989,765.0,893.0,751.0,751.0,748.0,571.0,823.0,573.0,827.0,768.0,842.0,903.0,683.0,554.0,726.0,525.0,753.0,424.0,842.0,420.0,847.0,525.0,794.0,552.0
014346946.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,759.0,267.0,828.0,369.0,780.7102,270.4309,808.0,872.0,789.0,739.0,784.0,581.0,827.0,581.0,856.0,742.0,861.0,886.0,702.0,540.0,760.0,492.0,774.0,427.0,870.0,420.0,878.0,497.0,820.0,530.0
015144552.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,424.0,102.0,515.0,229.0,489.0871,106.154,343.0,910.0,403.0,727.0,395.0,523.0,494.0,523.0,456.0,751.0,388.0,915.0,328.0,482.0,304.0,381.0,350.0,258.0,521.0,275.0,533.0,400.0,617.0,451.0
